"f_footprint_ID","f_incident_ID","f_length","f_greates_width","f_heel_width","f_average","f_heel","f_ball","f_toes","f_obs_print","f_obs_weight","f_animal_weight","f_stride_inches","f_average_stride","f_longest_stride","f_shortest_stride","f_estimated_age","f_age_unit","f_number_of_tracks","f_trail_followed","f_trail_ended","f_condition","f_tracks_showed","f_ball_of_foot","f_arch","f_ridge","f_number_of_toes","f_deformity","f_bumps","f_claw_marks","f_size_of_toes","f_longest_toe","f_hand_print_s","f_knee_prints","f_cast","f_photo","f_human","f_pattern_of_walk","f_feet_in_line","f_obstacles","f_set_of_tracks","f_other_footprint_codes","f_direction","f_material_made_in","f_comp_entry_date","f_operation","f_water","f_other_marks","f_other_tracks","f_human_tracks_present","f_what","f_tracks_came_from","f_went_to","f_foot_shape","f_trackmaker_attracted_by","f_remarks","f_state_prov"
992617,"992617",,,,,,,,,,,,"long",,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"soft deep snow",,,,,,,,"road","hillside",,,,
992618,"992618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992619,"992619","19.0","9.0","5.0","1.25","1.25",,,,,"850",,"75",,,,,"3",,,"very good",,,,,"5",,,,"toes more of a size than human's","all same",,,,,,,,,1,,,"dirt",,,,,"bearýdeerýmoose",,,,,,,,
992620,"992620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992621,"992621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992622,"992622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992623,"992623","20.0","7.0","4.0",,,,,,,,,"60",,,,,"8",,,,,,,,"5",,,,"big toe far largest","first",,,,,,,,,1,,,"sand",,,,,,,,,,"longýnarrow",,,
992624,"992624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992625,"992625","15.0",,,"2.00",,,,,,,,"60",,,,,"8",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992626,"992626","15.0",,,,,,,,,,,,,,,,"many",,,,,,,,"5",,,,,,,,,,,,,,1,,,"soft shallow snow",,,,,,,,,,,,,
992627,"992627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992628,"992628","15.0","5.5",,,,,,,,,,,,,,,"few",,,,,,,,"3",,,,"toes all about the same",,,,,,,,,,1,,,"mud",,,,,,,,,,"wide",,,
992629,"992629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wide",,,
992630,"992630","16.0","5.0",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,"narrow",,,
992631,"992631","big",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992632,"992632","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992633,"992633","15.0","5.0",,"2.00",,,,,,,,"58",,,,,"3",,,,,,,,,,,,,,,,,,,,,,1,,,"clay and silt",,,,,,,,,,,,,
992634,"992634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992635,"992635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992636,"992636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992637,"992637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992638,"992638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992639,"992639","19.0","8.0",,,,,,,,,,"58",,,,,"1600",,,,,,,,"3",,,,,,,,,,,,,,1,,,"snow",,,,,,,,"railroad","road",,,,
992640,"992640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992641,"992641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992642,"992642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992643,"992643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992644,"992644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992645,"992645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992646,"992646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992647,"992647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992648,"992648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992649,"992649","14.0","7.0",,"1.00",,,,,,"600",,"168",,,,,"400",,,,,,,,"4",,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,,,,
992650,"992650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992651,"992651",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992652,"992652","19.0","8.0",,"1.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992653,"992653","19.0","8.0",,"1.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992654,"992654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992655,"992655","12.0",,,,,,,,,"500",,,,,,,"many",,,,,,,,"2",,,,,,,,,,,,,,,,,"mud",,,,,,,,,,"wedge-shape",,,
992656,"992656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992657,"992657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992658,"992658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992659,"992659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992660,"992660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992661,"992661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992662,"992662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992663,"992663","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992664,"992664","14.0","7.0",,"1.00",,,,,,,,"72",,,,,"4",,,,,,,,"4",,,,"big toe far largest",,,,,,,,,,1,,,"mud",,,,,,,,,,,,,
992665,"992665","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992666,"992666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992667,"992667","17.0","8.0",,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992668,"992668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992669,"992669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992670,"992670","14.0",,,,,,,,,,,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992671,"992671","big",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,,,,
992672,"992672","big",,,,,,,,,"1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992673,"992673","14.0","7.0",,,,,,,,,,,,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,,,,
992674,"992674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992675,"992675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992676,"992676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992677,"992677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992678,"992678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992679,"992679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992680,"992680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992681,"992681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992682,"992682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992683,"992683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992684,"992684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992685,"992685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992686,"992686",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992687,"992687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992688,"992688","15.0","7.0",,,,,,,,,,,,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"trees","trees",,,,
992689,"992689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992690,"992690","15.0","6.0",,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992691,"992691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992692,"992692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992693,"992693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992694,"992694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992695,"992695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992696,"992696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992697,"992697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992698,"992698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992699,"992699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992700,"992700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992701,"992701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992702,"992702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992703,"992703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992704,"992704","13.0","6.0",,,,,,,,,,"84",,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"soft deep snow",,,,,,,,"ridge","trees",,,,
992705,"992705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992706,"992706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992707,"992707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992708,"992708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992709,"992709","14.5","narrow",,"deep",,,,,,,,"long",,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,"sand",,,,,,,,"water","marsh",,,,
992710,"992710","14.0","7.0",,,,,,,,,,"72",,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992711,"992711","14.5","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992712,"992712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992713,"992713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992714,"992714","11.0",,,,,,,,,,,,,,,,"few",,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,"trees","shore",,,,
992715,"992715",,,,,,,,,,,,"long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992716,"992716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992717,"992717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992718,"992718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992719,"992719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992720,"992720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992721,"992721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992722,"992722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992723,"992723","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992724,"992724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992725,"992725","big",,,,,,,,,,,"100",,,,,"many",,,,,,,,"3",,,,,,,,,,,,,,1,,,"soft shallow snow",,,,,,,,"high bank","road",,,,
992726,"992726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992727,"992727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992728,"992728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992729,"992729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992730,"992730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992731,"992731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992732,"992732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992733,"992733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992734,"992734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992735,"992735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992736,"992736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992737,"992737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992738,"992738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992739,"992739","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,,,,
992740,"992740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992741,"992741","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992742,"992742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992743,"992743","24.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992744,"992744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992745,"992745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992746,"992746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992747,"992747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992748,"992748","14.0","7.0",,,,,,,,,,"long",,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"hard deep snow",,,,,,,,"road","high bank",,,,
992749,"992749","13.0","6.5",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"sand",,,,,,,,,,,,,
992750,"992750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992751,"992751",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992752,"992752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992753,"992753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992754,"992754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992755,"992755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992756,"992756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992757,"992757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992758,"992758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992759,"992759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992760,"992760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992761,"992761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992762,"992762","22.0",,,,,,,,,"600",,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992763,"992763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992764,"992764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992765,"992765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992766,"992766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992767,"992767","big",,,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992768,"992768","18.5",,,,,,,,,,,,,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992769,"992769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992770,"992770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992771,"992771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992772,"992772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992773,"992773","human size","7.5",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,"wide",,,
992774,"992774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992775,"992775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992776,"992776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992777,"992777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992778,"992778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992779,"992779","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"snow",,,,,,,,,,,,,
992780,"992780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992781,"992781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992782,"992782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992783,"992783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992784,"992784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992785,"992785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992786,"992786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992787,"992787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992788,"992788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992789,"992789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992790,"992790",,,,,,,,,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992791,"992791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992792,"992792","18.0",,,,,,,,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992793,"992793",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992794,"992794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992795,"992795","14.0",,,,,,,,,,,"66",,,,,"1000",,,,,,,,,,,,,,,,,,,,,,1,,,"soft deep snow",,,,,,,,,,,,,
992796,"992796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992797,"992797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992798,"992798","14.0",,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"mud",,,,,,,,,,,,,
992800,"992800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992801,"992801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992802,"992802","20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992803,"992803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992804,"992804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992805,"992805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992806,"992806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992807,"992807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992808,"992808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992809,"992809","14.0","6.0","5.0",,,,,,,,,"48",,,,,"2",,,"fair",,,,,"5",,,,,,,,,,,,,,1,,,"gravel",,,,,"shod horses",,,,,"splay-toed",,,
992810,"992810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992811,"992811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992812,"992812","15.0",,,,,,,,,,,"long",,,,,"few",,,,,,,,"5",,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,"hill",,,,
992813,"992813","18.0",,,,,,,,,,,,,,,,"3",,,"poorýpoor",,,,,,,,,"toes more of a size than human's","first",,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992814,"992814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992815,"992815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992816,"992816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992817,"992817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992818,"992818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992819,"992819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992820,"992820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992821,"992821","23.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992822,"992822","16.5","8.0",,,,,,,,,,"54",,,,,,,,,,,,,"3",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992823,"992823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
